Ligne (ID);Ligne (nom court);Code du sens;Destination;Point d'arrêt (ID);Point d'arrêt (nom);Coordonnées;Arrivée;Départ;Précision
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T21:45:19+01:00;2021-03-08T21:45:29+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T23:10:49+01:00;2021-03-08T23:10:59+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T23:06:19+01:00;2021-03-08T23:06:29+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T22:07:49+01:00;2021-03-08T22:07:59+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T23:19:49+01:00;2021-03-08T23:19:59+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T20:34:22+01:00;2021-03-08T20:34:33+01:00;Temps réel
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T22:16:49+01:00;2021-03-08T22:16:59+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T23:24:19+01:00;2021-03-08T23:24:29+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T20:43:22+01:00;2021-03-08T20:43:33+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T22:21:19+01:00;2021-03-08T22:21:29+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T23:28:49+01:00;2021-03-08T23:28:59+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T20:52:23+01:00;2021-03-08T20:52:34+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T22:43:49+01:00;2021-03-08T22:43:59+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T20:38:51+01:00;2021-03-08T20:39:02+01:00;Temps réel
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T21:19:23+01:00;2021-03-08T21:19:33+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T22:57:19+01:00;2021-03-08T22:57:29+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T21:05:53+01:00;2021-03-08T21:06:03+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T21:28:23+01:00;2021-03-08T21:28:33+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T23:15:19+01:00;2021-03-08T23:15:29+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T21:33:00+01:00;2021-03-08T21:33:10+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T21:46:30+01:00;2021-03-08T21:46:40+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T20:47:53+01:00;2021-03-08T20:48:04+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T21:37:30+01:00;2021-03-08T21:37:40+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T21:51:00+01:00;2021-03-08T21:51:10+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T20:56:53+01:00;2021-03-08T20:57:04+01:00;Applicable
1001;a;0;La Poterie;5012;Italie;48.086524,-1.667646;2021-03-08T21:42:00+01:00;2021-03-08T21:42:10+01:00;Applicable
